ticker,per,date,time,close,vol
БСП ао,D,2017-08-01,000000,55.5,133820
БСП ао,D,2017-08-02,000000,56.9,232750
БСП ао,D,2017-08-03,000000,57.1,186290
БСП ао,D,2017-08-04,000000,58.3,297360
БСП ао,D,2017-08-05,000000,58.3,0
БСП ао,D,2017-08-06,000000,58.3,0
БСП ао,D,2017-08-07,000000,57.5,243010
БСП ао,D,2017-08-08,000000,56,499330
БСП ао,D,2017-08-09,000000,56.65,266670
БСП ао,D,2017-08-10,000000,56.05,166550
БСП ао,D,2017-08-11,000000,56.15,97270
БСП ао,D,2017-08-12,000000,56.15,0
БСП ао,D,2017-08-13,000000,56.15,0
БСП ао,D,2017-08-14,000000,56.5,169300
БСП ао,D,2017-08-15,000000,56,380750
БСП ао,D,2017-08-16,000000,56.25,143050
БСП ао,D,2017-08-17,000000,56.25,348240
БСП ао,D,2017-08-18,000000,56.05,81370
БСП ао,D,2017-08-19,000000,56.05,0
БСП ао,D,2017-08-20,000000,56.05,0
БСП ао,D,2017-08-21,000000,56.1,194440
БСП ао,D,2017-08-22,000000,56.1,55890
БСП ао,D,2017-08-23,000000,55.65,101890
БСП ао,D,2017-08-24,000000,55.65,120160
БСП ао,D,2017-08-25,000000,55.65,232720
БСП ао,D,2017-08-26,000000,55.65,0
БСП ао,D,2017-08-27,000000,55.65,0
БСП ао,D,2017-08-28,000000,55.85,178570
БСП ао,D,2017-08-29,000000,56.1,413060
БСП ао,D,2017-08-30,000000,56.85,1218440
БСП ао,D,2017-08-31,000000,58.5,503850
БСП ао,D,2017-09-01,000000,58.7,308890
БСП ао,D,2017-09-02,000000,58.7,0
БСП ао,D,2017-09-03,000000,58.7,0
БСП ао,D,2017-09-04,000000,57.75,130890
БСП ао,D,2017-09-05,000000,56.7,236670
БСП ао,D,2017-09-06,000000,56.4,268890
БСП ао,D,2017-09-07,000000,56.25,131710
БСП ао,D,2017-09-08,000000,55.8,300540
БСП ао,D,2017-09-09,000000,55.8,0
БСП ао,D,2017-09-10,000000,55.8,0
БСП ао,D,2017-09-11,000000,55.5,496900
БСП ао,D,2017-09-12,000000,55.3,225180
БСП ао,D,2017-09-13,000000,55.55,371110
БСП ао,D,2017-09-14,000000,55.75,142210
БСП ао,D,2017-09-15,000000,55.75,103230
БСП ао,D,2017-09-16,000000,55.75,0
БСП ао,D,2017-09-17,000000,55.75,0
БСП ао,D,2017-09-18,000000,55.95,216800
БСП ао,D,2017-09-19,000000,55.7,153340
БСП ао,D,2017-09-20,000000,55.5,477820
БСП ао,D,2017-09-21,000000,55.8,279560
БСП ао,D,2017-09-22,000000,55.65,177580
БСП ао,D,2017-09-23,000000,55.65,0
БСП ао,D,2017-09-24,000000,55.65,0
БСП ао,D,2017-09-25,000000,55.45,199320
БСП ао,D,2017-09-26,000000,55.6,77920
БСП ао,D,2017-09-27,000000,55.5,119370
БСП ао,D,2017-09-28,000000,55.5,108200
БСП ао,D,2017-09-29,000000,55.65,97960
БСП ао,D,2017-09-30,000000,55.65,0
БСП ао,D,2017-10-01,000000,55.65,0
БСП ао,D,2017-10-02,000000,55.5,226270
БСП ао,D,2017-10-03,000000,55.5,178680
БСП ао,D,2017-10-04,000000,55.45,185300
БСП ао,D,2017-10-05,000000,54.75,294720
БСП ао,D,2017-10-06,000000,54.75,173070
БСП ао,D,2017-10-07,000000,54.75,0
БСП ао,D,2017-10-08,000000,54.75,0
БСП ао,D,2017-10-09,000000,54.75,145640
БСП ао,D,2017-10-10,000000,55,62620
БСП ао,D,2017-10-11,000000,55,303240
БСП ао,D,2017-10-12,000000,54.75,113920
БСП ао,D,2017-10-13,000000,54.75,87560
БСП ао,D,2017-10-14,000000,54.75,0
БСП ао,D,2017-10-15,000000,54.75,0
БСП ао,D,2017-10-16,000000,54.9,112740
БСП ао,D,2017-10-17,000000,54,178180
БСП ао,D,2017-10-18,000000,54.1,163300
БСП ао,D,2017-10-19,000000,53.65,63820
БСП ао,D,2017-10-20,000000,54.3,57120
БСП ао,D,2017-10-21,000000,54.3,0
БСП ао,D,2017-10-22,000000,54.3,0
БСП ао,D,2017-10-23,000000,53.6,32690
БСП ао,D,2017-10-24,000000,53.8,120610
БСП ао,D,2017-10-25,000000,53.85,87890
БСП ао,D,2017-10-26,000000,53.75,96040
БСП ао,D,2017-10-27,000000,53.5,113200
БСП ао,D,2017-10-28,000000,53.5,0
БСП ао,D,2017-10-29,000000,53.5,0
БСП ао,D,2017-10-30,000000,53.65,124970
БСП ао,D,2017-10-31,000000,53.65,73480
БСП ао,D,2017-11-01,000000,53.75,136100
БСП ао,D,2017-11-02,000000,53.6,59790
БСП ао,D,2017-11-03,000000,54.35,101820
БСП ао,D,2017-11-04,000000,54.35,0
БСП ао,D,2017-11-05,000000,54.35,0
БСП ао,D,2017-11-06,000000,54.35,0
БСП ао,D,2017-11-07,000000,54.9,157390
БСП ао,D,2017-11-08,000000,56,395980
БСП ао,D,2017-11-09,000000,55.5,165620
БСП ао,D,2017-11-10,000000,55.15,245160
БСП ао,D,2017-11-11,000000,55.15,0
БСП ао,D,2017-11-12,000000,55.15,0
БСП ао,D,2017-11-13,000000,55.3,114980
БСП ао,D,2017-11-14,000000,54.75,67530
БСП ао,D,2017-11-15,000000,53.45,245200
БСП ао,D,2017-11-16,000000,53.65,240990
БСП ао,D,2017-11-17,000000,53.1,151330
БСП ао,D,2017-11-18,000000,53.1,0
БСП ао,D,2017-11-19,000000,53.1,0
БСП ао,D,2017-11-20,000000,52.75,104750
БСП ао,D,2017-11-21,000000,53,146990
БСП ао,D,2017-11-22,000000,52.85,84320
БСП ао,D,2017-11-23,000000,52.7,18050
БСП ао,D,2017-11-24,000000,52.1,107660
БСП ао,D,2017-11-25,000000,52.1,0
БСП ао,D,2017-11-26,000000,52.1,0
БСП ао,D,2017-11-27,000000,52.65,62860
БСП ао,D,2017-11-28,000000,53,364260
БСП ао,D,2017-11-29,000000,55.35,773010
БСП ао,D,2017-11-30,000000,55.35,528190
БСП ао,D,2017-12-01,000000,56.55,392350
БСП ао,D,2017-12-02,000000,56.55,0
БСП ао,D,2017-12-03,000000,56.55,0
БСП ао,D,2017-12-04,000000,56.3,127030
БСП ао,D,2017-12-05,000000,55.45,114470
БСП ао,D,2017-12-06,000000,55.05,337000
БСП ао,D,2017-12-07,000000,55.15,77150
БСП ао,D,2017-12-08,000000,55.2,78550
БСП ао,D,2017-12-09,000000,55.2,0
БСП ао,D,2017-12-10,000000,55.2,0
БСП ао,D,2017-12-11,000000,56.05,120020
БСП ао,D,2017-12-12,000000,55.55,87310
БСП ао,D,2017-12-13,000000,55.15,65910
БСП ао,D,2017-12-14,000000,55.6,37160
БСП ао,D,2017-12-15,000000,55.5,74600
БСП ао,D,2017-12-16,000000,55.5,0
БСП ао,D,2017-12-17,000000,55.5,0
БСП ао,D,2017-12-18,000000,55.5,122490
БСП ао,D,2017-12-19,000000,55.4,111490
БСП ао,D,2017-12-20,000000,55.15,295650
БСП ао,D,2017-12-21,000000,54.7,117320
БСП ао,D,2017-12-22,000000,54.6,87440
БСП ао,D,2017-12-23,000000,54.6,0
БСП ао,D,2017-12-24,000000,54.6,0
БСП ао,D,2017-12-25,000000,54.2,149060
БСП ао,D,2017-12-26,000000,54,150800
БСП ао,D,2017-12-27,000000,54.3,125770
БСП ао,D,2017-12-28,000000,54.6,129220
БСП ао,D,2017-12-29,000000,54.35,107460
БСП ао,D,2017-12-30,000000,54.35,0
БСП ао,D,2017-12-31,000000,54.35,0
БСП ао,D,2018-01-01,000000,54.35,0
БСП ао,D,2018-01-02,000000,54.35,0
БСП ао,D,2018-01-03,000000,54.85,8730
БСП ао,D,2018-01-04,000000,55.75,84580
